attempt_id,gps_distance_m,time_gap_minutes,call_made,is_cod,exec_historical_fake_rate,minutes_to_shift_end,pincode_tier,credibility_score,profile
636b3865-b402-4a3f-8ec4-40efa869c5a7,244.3,57.1,1,1,0.0377,168.3,1,0.75,GENUINE_ATTEMPT
3320a296-244a-49a2-af66-f5afbf15f995,10.0,33.9,1,1,0.0227,325.4,2,0.9344,GENUINE_ATTEMPT
8c6d19d0-0010-4e41-8435-ad899cf50279,900.6,56.9,0,0,0.1925,375.0,2,0.5949,GENUINE_BORDERLINE
c6a63063-9648-4fdf-9248-e719b3f365c2,623.9,75.9,0,1,0.1159,246.1,1,0.6059,GENUINE_BORDERLINE
4aef7769-94e6-4017-9464-1d40090821e2,1397.3,50.3,1,0,0.1021,89.9,1,0.701,GENUINE_BORDERLINE
0af70329-d7a1-4b03-8919-c99d4f6aff91,190.9,52.8,1,1,0.0365,210.1,2,0.8258,GENUINE_ATTEMPT
04f49b2d-a262-4c98-9567-d320f718a605,62.5,41.5,1,1,0.0331,111.5,2,0.8505,GENUINE_ATTEMPT
d2f5081f-12b7-4061-8035-e14084652ed0,3115.4,6.1,0,1,0.2604,296.0,2,0.2,SYSTEMATIC_FRAUD
ad76d273-edef-4221-a1db-2ada1e3499d2,171.3,38.7,1,1,0.0357,36.3,2,0.8022,GENUINE_ATTEMPT
508e2500-8e97-48a2-9e72-c674e943ac96,392.2,40.3,0,1,0.0693,355.1,1,0.704,GENUINE_BORDERLINE
589a09c9-1d98-4d33-b0b9-d0deb9f7bed0,417.8,29.1,1,0,0.0783,232.6,1,0.9128,GENUINE_ATTEMPT
1251e89d-838b-46cf-be0d-7e9e69b73b93,3587.9,13.1,0,1,0.1254,114.6,2,0.45,LAZY_SKIP
b3b9fd23-b575-439b-ac2a-08da87015915,30.0,41.4,1,0,0.0282,111.3,2,0.9986,GENUINE_ATTEMPT
a56f9348-e804-40d1-b105-863bd75a77cf,1656.5,1.4,0,0,0.4096,34.0,1,0.3,SHIFT_END_DUMP
2d4ffb5e-2558-4240-a000-ee35e9a7a415,2868.2,7.8,0,1,0.3558,73.0,2,0.2,SYSTEMATIC_FRAUD
c47186fc-34d6-436f-91d7-3d7f0a37e7d8,168.8,44.2,1,0,0.0517,96.1,2,0.8668,GENUINE_ATTEMPT
0fbf1316-99b1-4f83-b44a-690473c67366,2365.1,2.0,0,1,0.1575,88.2,3,0.4051,LAZY_SKIP
557cb090-1025-4e6c-b667-f5871958a18b,212.9,42.9,1,1,0.0092,148.6,3,0.8046,GENUINE_ATTEMPT
6d97e1f4-af06-4a50-b8ff-bdd6585a9061,306.9,41.6,1,1,0.048,388.4,1,0.8916,GENUINE_ATTEMPT
82043ff3-5e76-4ed0-88bd-5f40109763da,5368.6,3.3,0,1,0.3474,1.0,2,0.1509,SHIFT_END_DUMP
de088043-2d31-4ef7-9a4e-4449f0138f77,10.0,40.7,1,1,0.0107,47.0,2,0.7758,GENUINE_ATTEMPT
09161c76-2eab-405b-9430-b260cb36854d,149.8,30.8,1,1,0.0783,380.8,1,0.8677,GENUINE_ATTEMPT
5eaa1de0-2ad9-41d0-98b9-27881e68486c,2841.8,16.3,0,1,0.173,21.6,3,0.2,SYSTEMATIC_FRAUD
3dbd4f68-f380-4339-b8a8-7f1fe41e5ecb,1074.1,19.5,0,1,0.1491,10.0,2,0.45,LAZY_SKIP
631a2edd-cd62-49dc-bc75-5399aa6bb96f,345.3,18.5,1,1,0.0426,199.0,2,0.8693,GENUINE_ATTEMPT
613a9719-70ff-40ed-8fca-bde9aea6ee05,1503.7,6.7,0,1,0.1023,262.4,1,0.45,LAZY_SKIP
cd5f127e-c021-48ff-8987-fcfe97efa42d,2905.4,12.8,0,0,0.0982,185.0,2,0.421,LAZY_SKIP
40ec193d-58ba-4cd4-9b8d-763ae26b11ec,2725.4,3.0,0,1,0.3552,90.9,2,0.2,SYSTEMATIC_FRAUD
8fba704d-f11e-42d6-8353-260c516e0f8d,6671.3,4.9,1,1,0.2524,146.9,2,0.2,SYSTEMATIC_FRAUD
263e8006-5828-4a76-9fc5-7ba2aeb430f9,129.6,33.5,1,0,0.0966,262.0,3,0.8688,GENUINE_ATTEMPT
a6c429e8-fa99-4f59-97c1-9a372d08aec7,191.0,37.5,1,0,0.0679,395.3,1,0.8757,GENUINE_ATTEMPT
64d3cd04-470b-48bd-a085-26c3e77a0f15,2519.0,11.9,0,1,0.2318,10.0,2,0.3482,LAZY_SKIP
8c2d8a7c-7b37-4589-8c31-50b59a65f5a5,2058.9,2.0,0,1,0.1103,110.5,1,0.45,LAZY_SKIP
b36f5858-c781-4013-bd79-307b994ca81a,249.8,17.9,1,0,0.0754,239.4,1,0.8422,GENUINE_ATTEMPT
9667d777-3dad-4382-892f-64b485ec9a0d,289.8,47.6,1,0,0.0171,167.4,3,0.8457,GENUINE_ATTEMPT
f6d5ac58-446b-4100-bf88-1ce317dc79f8,105.4,32.9,1,0,0.0327,377.6,2,0.8804,GENUINE_ATTEMPT
091784b0-5bba-49f1-ad75-8ac4a055b735,24.0,23.2,1,0,0.0815,293.8,1,0.9679,GENUINE_ATTEMPT
fa1f4a6a-7313-4209-a3a2-16a712694d50,323.7,26.8,0,1,0.0,133.4,2,0.5715,GENUINE_BORDERLINE
d99d2af3-fbdf-4b59-8193-006b46d0e469,518.8,61.8,1,0,0.0,358.9,2,0.75,GENUINE_BORDERLINE
fd10a063-0301-4c48-af16-df0e654402ec,1177.3,7.4,1,1,0.3285,90.2,1,0.45,LAZY_SKIP
967f0e83-cfde-44f1-a5f2-3bfac12b590f,59.7,57.8,1,0,0.0312,331.0,1,0.8563,GENUINE_ATTEMPT
f46cfa48-b4d6-46cf-8408-e11c4869407b,2999.3,4.8,0,1,0.1129,52.3,1,0.3491,LAZY_SKIP
c71bab87-a749-4948-8cc9-18cb59e6d846,4024.8,2.0,0,0,0.2183,102.4,3,0.2982,LAZY_SKIP
7178699b-181f-45ac-a73e-6001a15247d5,4324.9,4.8,1,0,0.233,20.9,1,0.3,SHIFT_END_DUMP
6c607dac-3431-473e-975d-e7f8a862eded,108.9,26.1,1,0,0.0695,148.8,1,0.9212,GENUINE_ATTEMPT
ca1177dd-635d-4d39-8da0-03093e6f0a3a,69.1,35.1,1,0,0.0676,347.3,1,0.8808,GENUINE_ATTEMPT
fe978e0e-3ae5-42ee-97bf-ee75fc33b330,24.8,65.5,1,0,0.0658,364.0,2,0.8832,GENUINE_ATTEMPT
24eb7e9a-5ce0-4c94-8c85-b2c5e4d4d231,46.0,66.2,1,0,0.0514,156.3,2,0.7501,GENUINE_ATTEMPT
e122f2cb-8634-4a05-8fae-f8e91e059926,151.4,43.4,1,0,0.0542,287.2,3,0.9463,GENUINE_ATTEMPT
d8332c45-c0af-40a8-aac9-869a952dfa99,311.0,10.9,0,1,0.3677,111.2,1,0.2,SYSTEMATIC_FRAUD
a723e113-21d6-4186-9b11-0facca6160fa,43.2,50.1,0,0,0.0301,73.4,3,0.75,GENUINE_ATTEMPT
c1a17123-86a1-42c0-9520-0de23c052898,43.5,24.4,1,1,0.0431,152.5,2,0.8851,GENUINE_ATTEMPT
2a613b06-944c-46d8-baad-8ed6d3b8bf7f,66.7,40.0,1,0,0.0585,185.2,3,0.9711,GENUINE_ATTEMPT
c4d339e5-f12d-4015-af84-455a364b3e06,123.9,56.9,1,0,0.0463,238.3,1,0.8171,GENUINE_ATTEMPT
b3445f67-ce66-40ec-8e37-e645c8e881fc,816.5,42.9,1,0,0.1136,75.1,2,0.75,GENUINE_BORDERLINE
a5f54d0e-3998-41f6-9f98-29b799aaebbd,312.4,28.8,1,0,0.0216,170.9,2,0.7635,GENUINE_ATTEMPT
32728ce6-f5c0-4fb7-afc6-e5a14dd9cd1b,98.1,34.4,1,0,0.0601,151.4,1,0.8619,GENUINE_ATTEMPT
711ee3a7-d8be-4538-aeb0-6fbcb1f39bd0,4931.7,4.3,1,0,0.3663,11.3,2,0.3,SHIFT_END_DUMP
f0c08408-3209-49ff-8e5a-a0a416f1073e,3094.0,6.4,0,0,0.3392,18.0,2,0.2329,SHIFT_END_DUMP
1e55a706-729b-4633-b8f4-45bd8745bc98,3016.6,14.3,0,1,0.1281,102.1,2,0.45,LAZY_SKIP
02a9e263-95c8-4524-86f2-aeb56b3e7785,443.3,25.5,1,0,0.0541,184.3,3,0.8449,GENUINE_ATTEMPT
ea9511b1-1e6e-4d16-ab4d-293c127330e4,5232.6,6.4,0,1,0.2442,9.4,3,0.2727,SHIFT_END_DUMP
19542996-eaa6-485b-8ee1-6c1741ee3ecb,230.6,50.6,1,1,0.0425,210.4,3,0.8954,GENUINE_ATTEMPT
6390af1e-dc0a-4b63-804e-c47a2672a9ac,201.5,49.6,1,1,0.0454,75.7,3,0.8286,GENUINE_ATTEMPT
092da012-542c-4bef-857c-f71596a36f78,3014.8,10.1,0,0,0.1551,118.0,1,0.4311,LAZY_SKIP
832e2769-6b1f-4747-ac4e-d01cabfcadcb,243.8,42.4,0,1,0.0525,438.5,1,0.75,GENUINE_ATTEMPT
c5a954d2-64d5-4618-ba39-bd188b373560,3552.2,4.3,0,1,0.2798,282.6,1,0.2,SYSTEMATIC_FRAUD
9c150ba7-fd08-47b1-9969-d123309e83b6,10.0,35.5,1,1,0.019,140.7,2,0.8182,GENUINE_ATTEMPT
bb5cc505-1e02-4f65-9432-a06ba53fa913,133.0,69.3,1,0,0.0257,55.9,1,0.76,GENUINE_ATTEMPT
ff0c1286-9545-44b1-8bc9-108e11840edc,200.0,15.0,1,0,0.1754,48.2,1,0.75,GENUINE_BORDERLINE
c321eca3-19a6-49f9-8419-9ade300e2e17,163.0,56.3,1,0,0.0839,311.3,1,0.8666,GENUINE_ATTEMPT
523fee77-e738-435c-9169-8d581c80dd30,102.6,34.6,1,1,0.0191,264.8,1,0.924,GENUINE_ATTEMPT
0eadc702-fea2-49ff-8e85-08ef8bddc9e9,3986.2,11.2,0,0,0.4477,207.6,1,0.2,SYSTEMATIC_FRAUD
2caaaa32-52df-4e1c-a80e-e202acf17f7d,629.4,44.1,0,1,0.1548,246.2,2,0.5252,GENUINE_BORDERLINE
3a5d4d02-283e-464c-84fb-b468f56d05cb,117.6,43.1,1,0,0.0515,217.5,2,0.9522,GENUINE_ATTEMPT
64e7e286-b97e-416b-bfba-1e01f761f3a6,5377.6,10.6,0,1,0.2787,26.3,2,0.3,SHIFT_END_DUMP
a9ef9ce7-e0a9-4acc-a3a9-66feb8ccf3b6,3580.4,7.4,0,0,0.1595,1.0,1,0.2879,SHIFT_END_DUMP
512434bc-4839-480f-8a10-36f526c408db,386.7,26.5,0,1,0.0577,421.6,2,0.75,GENUINE_ATTEMPT
9759896f-7513-47f2-8e02-b4889c8d664e,180.8,36.2,1,1,0.0791,307.5,1,0.8774,GENUINE_ATTEMPT
c4754ad3-46bc-4f1c-8171-b4d881380074,266.5,30.2,1,0,0.0133,108.8,1,0.8586,GENUINE_ATTEMPT
15dbedce-a5e3-476e-b8ad-660f7fff65d9,276.2,59.2,1,0,0.0508,299.5,1,0.8226,GENUINE_ATTEMPT
5921c790-8b88-41d7-94dc-7bda05eb2212,4613.6,3.7,0,1,0.2664,3.2,2,0.2266,SHIFT_END_DUMP
1bf7d5b6-0770-404e-9fe6-0799346aece6,212.8,22.3,1,1,0.0,331.1,3,0.8985,GENUINE_ATTEMPT
2e6989e0-eeef-4737-a133-db714e3e1b13,136.4,47.9,1,0,0.0,472.1,3,0.9074,GENUINE_ATTEMPT
22df54e5-d89c-4c6a-aae2-a5704e2af37c,2359.5,5.4,0,1,0.2486,127.9,3,0.2,SYSTEMATIC_FRAUD
0fb40af4-cea6-401a-b56a-c24c119ae5eb,84.4,31.6,0,0,0.0585,179.7,3,0.75,GENUINE_ATTEMPT
e4a9be5f-dce3-4910-99b2-e5006e1ff82d,1119.6,48.9,1,0,0.1383,307.9,1,0.7282,GENUINE_BORDERLINE
ff16681e-d512-42f9-a289-95eb4f6566c1,44.9,19.2,1,0,0.0358,123.2,1,0.75,GENUINE_ATTEMPT
ec0c950d-dcfd-49e6-8b25-4cf95141d716,3929.2,4.8,0,1,0.1323,1.0,3,0.2187,SHIFT_END_DUMP
3f90bcd3-3416-47d7-9b58-7a1dbfac3dd8,3918.8,6.7,0,1,0.2032,15.6,2,0.2627,SHIFT_END_DUMP
430599b8-5dbc-4f78-be55-a4fdf6f024c5,166.4,35.1,1,1,0.061,368.1,2,0.8893,GENUINE_ATTEMPT
d36c1984-9613-4706-a1e0-70675e94a93c,5279.5,10.7,1,1,0.2365,179.9,2,0.2,SYSTEMATIC_FRAUD
3b1428d2-bee3-4380-8f4e-589c60080b79,3660.0,15.0,0,1,0.28,10.9,3,0.1194,SHIFT_END_DUMP
523c379a-f005-49dc-99fa-3b4fd24eb200,377.9,66.3,1,0,0.0381,69.9,3,0.7356,GENUINE_BORDERLINE
eb688fe3-e7d6-4de5-b489-1a60b1d3514f,4153.1,5.6,0,1,0.3291,169.4,3,0.2,SYSTEMATIC_FRAUD
5d13dc39-33c8-47bd-a802-b5ee5f95bf9b,223.3,32.3,1,0,0.0553,137.5,2,0.8364,GENUINE_ATTEMPT
17f7b688-095c-4621-a7fa-bada26a589f1,214.1,44.5,0,0,0.0341,94.2,1,0.6506,GENUINE_BORDERLINE
33304e11-26db-4526-9eb5-3031b1af2747,348.0,57.8,1,0,0.0656,284.5,3,0.8453,GENUINE_ATTEMPT
d3c33b71-18c3-4d00-8cb7-d6c8ca4c9257,171.4,46.6,0,0,0.0562,66.7,1,0.75,GENUINE_ATTEMPT
7e98c381-a39a-4ad8-8195-d323c0bf4baf,211.0,15.2,1,1,0.0473,182.0,2,0.8661,GENUINE_ATTEMPT
47afbc67-f4c5-44c8-8444-7079fba69df1,888.5,36.8,1,0,0.0517,289.6,2,0.75,GENUINE_BORDERLINE
a8043cf2-60ff-488d-b69d-e2c244f0ab71,761.8,75.8,1,0,0.1806,150.9,1,0.7102,GENUINE_BORDERLINE
35539cdd-36e9-450c-8a41-b48f196d0c92,125.5,43.9,1,0,0.0514,453.6,1,0.885,GENUINE_ATTEMPT
74bfe588-76c3-4f41-8b8a-4fd3e79696f3,306.1,46.2,0,0,0.1565,120.0,1,0.6051,GENUINE_BORDERLINE
19c86e5f-54ab-492b-84fd-48419edec24d,228.8,33.9,1,1,0.0262,128.2,2,0.8128,GENUINE_ATTEMPT
271f0b76-ff81-4b5b-bb6c-9a4f31325872,142.7,43.8,1,0,0.074,269.6,2,0.8956,GENUINE_ATTEMPT
2add5938-9221-4922-ada9-3982ee0ed1d3,230.4,34.2,1,0,0.0735,293.2,2,0.8805,GENUINE_ATTEMPT
91161ccf-47fa-4200-af9c-795cfab4e7d2,137.0,38.7,1,1,0.1142,219.2,3,0.8165,GENUINE_ATTEMPT
f8061228-b797-412b-a396-cf7ab0e4963b,175.3,27.3,1,0,0.0062,450.2,2,1.0,GENUINE_ATTEMPT
760f78ca-4e29-49aa-860f-482e4bd68836,324.1,45.7,1,1,0.0925,211.7,1,0.7517,GENUINE_ATTEMPT
30c19353-5689-42a3-aa84-5467db9bd9d7,5145.1,9.2,0,1,0.2209,143.1,2,0.2,SYSTEMATIC_FRAUD
c50f7e8e-71d2-4f11-bfca-5aaab1b8e2c6,45.0,43.0,1,0,0.0,88.8,2,0.8399,GENUINE_ATTEMPT
0d32b320-e2b9-470d-abf3-246a61ce163c,2288.0,12.0,0,0,0.1595,42.1,1,0.45,LAZY_SKIP
36c78613-24a6-4d0e-8902-27af24bdc054,112.5,51.6,1,1,0.0132,56.2,2,0.75,GENUINE_ATTEMPT
f0cf1b80-4a29-4837-b17a-3fb97a52cb61,188.9,51.8,1,1,0.0237,277.6,3,0.8535,GENUINE_ATTEMPT
cb97f10b-ed58-4da9-ade9-c2cdefa2d291,3466.0,5.3,0,1,0.227,134.6,2,0.2,SYSTEMATIC_FRAUD
4ae0bc46-995e-4a09-94ce-e4fa1838db37,119.8,45.3,1,0,0.0671,378.6,2,0.894,GENUINE_ATTEMPT
60bbf01a-e8ef-46cc-8da0-633afa0a51c2,5476.1,6.3,0,1,0.225,17.3,3,0.217,SHIFT_END_DUMP
18e056f6-c244-410a-960f-f8ea548872bb,236.0,45.1,1,1,0.0984,38.4,3,0.8412,GENUINE_ATTEMPT
ca7c7d7d-8b00-4ada-9781-275e2a90ba1f,3508.3,1.9,0,1,0.2357,26.4,1,0.2491,SHIFT_END_DUMP
b6ce69e2-6343-4dea-819f-0fc4f80c61ba,76.7,31.9,1,1,0.0428,214.7,1,0.8685,GENUINE_ATTEMPT
59fd7b33-7ed4-4535-aaa6-477630125785,207.7,16.4,1,0,0.0533,290.0,1,0.8461,GENUINE_ATTEMPT
d6aef6ba-3255-4514-a582-ba1a2e04328c,4513.6,8.1,0,1,0.2666,3.5,3,0.1937,SHIFT_END_DUMP
852177f2-d378-4c30-b92f-06b2bfe0429b,10.0,33.6,0,1,0.0506,374.6,2,0.75,GENUINE_ATTEMPT
63ff293d-2028-472e-8367-da39bdfed0bb,819.2,39.4,0,0,0.0692,25.6,3,0.5627,GENUINE_BORDERLINE
b29635fc-c6ea-4680-b1db-53ec78503aa8,263.9,70.9,1,1,0.0181,96.6,1,0.75,GENUINE_BORDERLINE
03fe27f6-6980-4d68-bbe0-1dce9f582b8d,321.2,53.9,1,0,0.0772,263.4,3,0.8415,GENUINE_ATTEMPT
fb131fd8-b56e-4d85-8390-7421ae6b657c,533.5,50.3,0,1,0.0,283.2,2,0.6254,GENUINE_BORDERLINE
724debd6-8d68-47cc-8bb1-7e0c2c2ac1c7,1617.8,9.4,0,0,0.0827,109.3,2,0.45,LAZY_SKIP
c10467bb-a7cf-492f-a130-5be1b1934689,535.9,40.4,1,0,0.0866,346.6,3,0.75,GENUINE_BORDERLINE
0f4fed5b-daa8-4d8c-afbc-8bdeac679137,2602.8,11.8,0,1,0.1446,136.8,3,0.45,LAZY_SKIP
b51b3b1d-4fbb-483b-a32d-fe6d2bcc5be5,168.0,33.4,1,1,0.085,148.1,3,0.8508,GENUINE_ATTEMPT
da0e889c-8173-4345-804b-b20ef0aa6730,340.6,40.1,1,0,0.061,207.2,2,0.8338,GENUINE_ATTEMPT
dada5320-a3b8-433b-9212-065344e9b992,3664.2,9.3,0,0,0.3664,120.2,3,0.2,SYSTEMATIC_FRAUD
b6e342e3-6647-4106-a1ec-d6234bc123a4,2144.9,7.6,0,0,0.3141,1.0,1,0.3,SHIFT_END_DUMP
6b509ad7-ced7-4236-860a-1231c7713ad4,185.4,30.3,1,0,0.1303,418.8,3,0.8573,GENUINE_ATTEMPT
d49cf4b2-d16e-48a1-815b-60bb6e955394,119.7,12.3,1,1,0.0772,45.2,2,0.8529,GENUINE_ATTEMPT
bbb1aa3c-db32-4c4d-858d-f89aa36125d6,7000.0,7.7,0,1,0.2032,295.4,2,0.2,SYSTEMATIC_FRAUD
36413247-e514-432a-b96c-455301c98e78,243.3,27.1,1,1,0.0417,294.5,2,0.867,GENUINE_ATTEMPT
25e55713-4b0a-4161-bfb6-98a83da0fd64,141.9,41.2,1,0,0.0241,300.7,1,0.944,GENUINE_ATTEMPT
1708fcf7-ff8d-4bfc-b9f3-f3a730a19cf0,1814.7,12.0,1,1,0.2041,121.7,2,0.45,LAZY_SKIP
dcc20463-4b66-4b04-b1de-fd7683b01622,62.3,35.1,1,0,0.0395,204.4,2,0.9565,GENUINE_ATTEMPT
1a7a69e7-9560-4099-932d-b1b3007ec1bb,620.8,60.8,1,0,0.1086,211.0,1,0.75,GENUINE_BORDERLINE
e47357fd-ba3e-4bfc-ba0d-e6d8906d5221,154.1,26.1,1,1,0.0425,52.3,1,0.75,GENUINE_ATTEMPT
bf0e3d04-edc7-4187-abea-f2bf84094b5e,1000.0,4.2,0,1,0.2393,31.5,3,0.3,SHIFT_END_DUMP
2c157a7e-78f8-4c32-9e76-83cbd636e05a,19.7,26.8,1,0,0.0744,228.3,2,0.921,GENUINE_ATTEMPT
c64626da-941d-4969-8190-8037c224d122,364.6,45.3,1,1,0.0931,224.9,2,0.75,GENUINE_BORDERLINE
9ba23643-229d-4742-a39f-046d2cec7902,266.5,42.8,1,0,0.0821,30.6,1,0.8373,GENUINE_ATTEMPT
e95df736-3ae3-4a5e-977a-a20c142cd764,213.4,33.3,1,0,0.15,271.5,2,0.8771,GENUINE_ATTEMPT
671d4aa7-89b9-4032-a0ce-36b76a4681b6,136.1,30.3,1,1,0.0523,68.8,2,0.7586,GENUINE_ATTEMPT
aadc51a4-abd2-4053-b5f5-6fcc077768ca,2062.4,9.2,0,1,0.1497,9.5,1,0.3,SHIFT_END_DUMP
67a8bb3e-0af1-4bd9-a518-6940ff3544d3,3158.4,1.5,0,1,0.2573,22.0,2,0.2184,SHIFT_END_DUMP
b4e16984-d03d-44c2-838c-bc31c1740ed5,10.0,41.9,1,1,0.0162,243.6,1,0.9141,GENUINE_ATTEMPT
a73c3227-bd80-45d3-8946-7d3dcafe2be5,1007.3,79.0,1,0,0.1147,104.8,1,0.6947,GENUINE_BORDERLINE
838d56f0-3b6e-46a9-9fd4-bd03cb708aeb,10.0,41.1,1,0,0.0485,255.9,2,0.9249,GENUINE_ATTEMPT
c7468523-09e0-47c6-a732-fe1c6f9253d3,404.6,53.3,1,0,0.0777,468.0,3,0.8511,GENUINE_ATTEMPT
50f27b65-9453-4a40-b8e8-edc29ce6be24,2477.7,1.6,1,1,0.4247,50.5,2,0.2,SYSTEMATIC_FRAUD
c712029e-05dd-459f-9cb6-fc04fa70342d,1807.9,11.0,0,1,0.0965,10.0,1,0.45,LAZY_SKIP
10ccf298-2907-4177-ba15-23ae6250e276,902.0,27.7,0,0,0.1092,49.4,1,0.5417,GENUINE_BORDERLINE
a97aa054-a0e0-4a92-aa07-885ced58247f,163.5,22.2,0,0,0.0251,310.8,2,0.75,GENUINE_ATTEMPT
15e99086-2572-47e4-b750-7f1613fd030d,1016.5,75.0,1,0,0.0651,286.4,1,0.75,GENUINE_BORDERLINE
127d9f4a-121f-495a-869e-ed8b4fc6df8a,768.1,36.3,1,1,0.0683,324.7,1,0.75,GENUINE_BORDERLINE
c7aad042-721d-42d7-8840-c7bb5c2c4da9,1263.1,44.0,0,0,0.0812,164.3,1,0.5781,GENUINE_BORDERLINE
6fb88d73-89ac-41d2-bf3b-83913ba2bae8,111.7,19.7,1,0,0.0235,133.2,1,0.8368,GENUINE_ATTEMPT
73609cf2-28fe-416f-892d-cd5ce6ab3dd0,1029.5,57.3,0,0,0.019,26.4,3,0.5452,GENUINE_BORDERLINE
2427b931-e5eb-421b-8144-81f621362a58,106.0,38.4,1,1,0.0357,161.6,3,0.8189,GENUINE_ATTEMPT
f4862b0a-160a-4898-81cb-8ce7cd494516,628.4,44.0,1,1,0.1874,257.0,2,0.75,GENUINE_BORDERLINE
4e106d80-6827-40bc-986c-6fad73378378,2017.0,15.9,0,1,0.165,48.2,1,0.4091,LAZY_SKIP
aaa8be65-4b72-4a4b-8f16-30e9ddbf56a1,282.1,30.0,1,0,0.0937,38.7,1,0.8405,GENUINE_ATTEMPT
42d374c6-d707-411a-ae60-3d95919ad875,161.3,35.0,0,0,0.0759,370.5,1,0.75,GENUINE_ATTEMPT
7378e19d-6c1d-4b16-98f1-01af8c77ac8a,588.2,47.5,1,1,0.1328,311.8,2,0.75,GENUINE_BORDERLINE
